"","X","date","mes","weekday","margem","venda","desconto","outdesc","outmg"
"342",342,20150708,"julho","quarta-feira",0.500898132,114249.03,8572.42,0,0
"343",343,20150709,"julho","quinta-feira",0.4309505,66692.14,2805.60914,0,0
"344",344,20150710,"julho","sexta-feira",0.458733175,53059.37,7006.45939,0,0
"345",345,20150711,"julho","sabado",0.468156785,33916.51,5424.16313,0,0
"346",346,20150712,"julho","domingo",0.451689611,29241.2,3948.69939,0,0
"347",347,20150713,"julho","segunda-feira",0.447188836,46229.03,5272.7,0,0
"348",348,20150714,"julho","terca-feira",0.424156175,46289.45,3970.06626,0,0
"349",349,20150715,"julho","quarta-feira",0.416426183,75906.79,3814.378889,0,0
"350",350,20150716,"julho","quinta-feira",0.395392685,46769.76,3453.141769,0,0
"351",351,20150717,"julho","sexta-feira",0.384116071,40228.32,2125.3,0,0
"352",352,20150718,"julho","sabado",0.358358024,20892.39,32.65,0,0
"353",353,20150719,"julho","domingo",0.431795346,22313.77,854.88,0,0
"354",354,20150720,"julho","segunda-feira",0.393514678,49472.28,2095.79313,0,0
"355",355,20150721,"julho","terca-feira",0.359621515,30157.23,749.7431345,0,0
"356",356,20150722,"julho","quarta-feira",0.379244273,44801.82,1623.070013,0,0
"357",357,20150723,"julho","quinta-feira",0.381395491,43359.78,3443.097153,0,0
"358",358,20150724,"julho","sexta-feira",0.387822383,83283.1,4412.630146,0,0
"359",359,20150725,"julho","sabado",0.386818782,33913.35,1688.414027,0,0
"360",360,20150726,"julho","domingo",0.389438437,36155.77,3523.203918,0,0
"361",361,20150727,"julho","segunda-feira",0.39451018,43796.98,3487.843143,0,0
"362",362,20150728,"julho","terca-feira",0.48015449,71934.73,4965.29,0,0
"363",363,20150729,"julho","quarta-feira",0.446441006,124043.65,3477.950004,0,0
"364",364,20150730,"julho","quinta-feira",0.429695713,47482.53,4328.840013,0,0
"365",365,20150731,"julho","sexta-feira",0.41175942,46300.51,3378.83313,0,0
"366",366,20150801,"agosto","sabado",0.433051916,NA,3315.19288,0,0
"367",367,20150802,"agosto","domingo",0.437401408,NA,3631.24,0,0
"368",368,20150803,"agosto","segunda-feira",0.416075195,NA,3753.040004,0,0
"369",369,20150804,"agosto","terca-feira",0.385379138,NA,2523.500013,0,0
"370",370,20150805,"agosto","quarta-feira",0.389125456,NA,5285.936265,0,0
"371",371,20150806,"agosto","quinta-feira",0.371438327,NA,4415.98,0,0
"372",372,20150807,"agosto","sexta-feira",0.418108988,NA,3803.310997,0,0
"373",373,20150808,"agosto","sabado",0.372597177,NA,1764.178118,0,0
"374",374,20150809,"agosto","domingo",0.41569024,NA,1712.85,0,0
"375",375,20150810,"agosto","segunda-feira",0.42250359,NA,4604.669365,0,0
"376",376,20150811,"agosto","terca-feira",0.375647889,NA,3511.194353,0,0
"377",377,20150812,"agosto","quarta-feira",0.429712222,NA,3075.064353,0,0
"378",378,20150813,"agosto","quinta-feira",0.51316469,NA,29074.58595,1,0
"379",379,20150814,"agosto","sexta-feira",0.500685918,NA,16838.03812,0,0
"380",380,20150815,"agosto","sabado",0.373812897,NA,874.53,0,0
"381",381,20150816,"agosto","domingo",0.408430597,NA,1088.48247,0,0
"382",382,20150817,"agosto","segunda-feira",0.437045354,NA,5499.72219,0,0
"383",383,20150818,"agosto","terca-feira",0.396580041,NA,3129.898118,0,0
"384",384,20150819,"agosto","quarta-feira",0.441320276,NA,6034.358118,0,0
"385",385,20150820,"agosto","quinta-feira",0.370704892,NA,2384.578118,0,0
"386",386,20150821,"agosto","sexta-feira",0.463645167,NA,5376.469365,0,0
"387",387,20150822,"agosto","sabado",0.372723417,NA,611.05,0,0
"388",388,20150823,"agosto","domingo",0.427289592,NA,2679.465955,0,0
"389",389,20150824,"agosto","segunda-feira",0.412538962,NA,4317.2,0,0
"390",390,20150825,"agosto","terca-feira",0.3896158,NA,988.06,0,0
"391",391,20150826,"agosto","quarta-feira",0.400515874,NA,4353.41,0,0
"392",392,20150827,"agosto","quinta-feira",0.45156239,NA,5846.133551,0,0
"393",393,20150828,"agosto","sexta-feira",0.472608371,NA,2657.847261,0,0
"394",394,20150829,"agosto","sabado",0.385612326,NA,269.53,0,0
"395",395,20150830,"agosto","domingo",0.495614966,NA,3434.838118,0,0
"396",396,20150831,"agosto","segunda-feira",0.391485976,NA,2122.636306,0,0
